Date,company name,open,high,low,volume,closing,avg_price_1,avg_volume_26,std_price_27,ROC_30,gold,Economic indicators: inflation rates,Econmic indicators: interest rates,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
3/24/2023,"Coeur Mining, Inc.",0.4260227210413312,0.4296325486045332,0.5300944269659312,-0.597372466,0.443785054,0.38970319786282287,1.5820823550163947,-0.79075273,0.3227934851204986,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Equinox Gold Corp.,0.1615128464748693,0.038540263,0.11462299143396813,0.021046285445080738,0.096032722,-0.00091761,1.3278606135821243,1.4685978196886191,1.806668257778301,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Orla Mining Ltd.,1.4463239432425055,1.434537123575708,1.4722555091557465,0.509491102,1.3650630787201992,1.3629872747327352,-0.442343112,0.7981339118079163,2.2062570604394405,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Sandstorm Gold Ltd.,0.8154823414601414,0.7633853111578227,0.7961266970566626,1.285541483939355,0.6931587591472743,0.8280736959357021,2.286463341197391,2.2959078067860275,1.8924914440378098,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Centerra Gold Inc.,0.5469804591665871,0.475409028,0.49045044513318153,-0.37896417,0.6388494311042479,0.5372436057205234,0.3255136692666156,-0.543516461,0.3586816731553062,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Seabridge Gold Inc.,-0.078240759,-0.047534753,-0.029211345,-0.472190627,-0.032168068,-0.172273379,0.475952449,0.019321362,1.2267343860833708,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,DRDGOLD Limited,-0.236532671,-0.260331925,-0.207678439,-0.196185996,-0.225908045,-0.255174546,1.7107029575064927,0.47709666338819096,1.9357084532540303,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,Caledonia Mining Corporation Plc,1.3654194412566831,1.6215796120594488,1.3149898105728046,0.26943978017314246,1.6363001301712072,1.9855085087250657,0.4074614590128929,2.7450425366961375,1.8270415018616848,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,"Idaho Strategic Resources, Inc.",-1.008754925,-1.156341816,-1.348709345,-0.264316685,-0.995302267,-1.20946297,-0.19425989,-0.655940044,-0.971226822,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2023,"Contango Ore, Inc.",0.23202854149676805,0.5642317353884451,0.34982073644980044,-0.357855899,0.4852938800927385,0.28111985879143964,-1.00538192,-0.693294495,0.36293210990186103,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Newmont Corporation,1.012445725,1.093891439,1.038507667,-0.040220505,1.068053807,1.065716185,0.251382827,1.063779296,1.33314535,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Agnico Eagle Mine,0.088842687,0.095245328,0.048871006,0.301032617,0.142861726,0.145583914,1.657300824,0.597927469,1.50152001,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Barrick Gold Cor,0.867759325,0.878939847,0.891540158,0.309382851,0.904269173,0.905108048,2.035162184,1.496419871,1.737738757,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Wheaton Precious Metals Corp.,0.708962546,0.637189707,0.717291965,0.459116087,0.686338419,0.691252648,2.588728376,2.004054847,1.763791127,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Franco-Nevada Corporation,0.473607322,0.480199595,0.479517943,0.218007021,0.498904703,0.495472335,2.367503281,1.250352559,2.537178499,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Gold Fields Limited,-0.346681876,-0.358745255,-0.352064327,0.571850622,-0.284060132,-0.282185343,1.417574233,1.460085204,1.87138422,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,AngloGold Ashant,0.4663351741001588,0.43286280565036794,0.4787536308147502,0.5364802650068213,0.49687771430545175,0.494841726,2.222103648279589,1.2870302092131198,1.8644326679334393,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Kinross Gold Corporation,-1.073637943,-1.001173824,-1.033839669,0.092933005,-0.957132248,-0.955660433,1.6149915042901681,0.9354834397973801,1.2639915178497194,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Alamos Gold Inc.,-0.42653422,-0.424698903,-0.517081283,1.0818842288523203,-0.369915226,-0.366846424,2.1083959394482843,0.8276746388481973,1.6554210026068241,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Harmony Gold Mining Company Limited,-0.406738147,-0.466189192,-0.434229306,0.3588073989011726,-0.433341299,-0.429567629,2.3104931342941946,1.0497921020752536,1.840151697192294,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Pan American Silver Corp.,1.4466829270558315,1.4245180554809111,1.4520717158709795,0.7949646457508429,1.3470274190552038,1.345677294752258,1.656557132939829,1.7724446769951412,1.9065605539653523,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Endeavour Mining plc,0.8149650766495288,0.740245989,0.8219206554155204,-0.53601829,0.7492119764022525,0.7464384555417262,0.29897114415677933,0.6393496890238569,1.226293618,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Osisko Gold Royalties Ltd,0.6134173417001522,0.5953270585286358,0.671249048,-0.205998863,0.5926164553647214,0.5921151933247543,1.7494530829645978,1.4833611709627181,2.053862145,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Eldorado Gold Corporation,-0.28807534,-0.32908058,-0.276817799,-0.4066786,-0.329823075,-0.325449093,1.608544880753046,-0.731506986,1.287108172046255,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,IAMGOLD Corporation,-0.06627578,-0.187930673,-0.062707471,-0.478374519,-0.027023966,-0.027458772,1.7619448638141857,0.018524236738483916,1.1886941522642107,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,"Coeur Mining, Inc.",0.4260227210413312,0.4296325486045332,0.5300944269659312,-0.597372466,0.443785054,0.44427968737833357,1.542073454645806,-0.71022016,0.5454822570486022,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Equinox Gold Corp.,0.1615128464748693,0.038540263,0.11462299143396813,0.021046285445080738,0.096032722,0.097050803,1.3727479578387014,1.5917397265723667,2.149731633294534,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Orla Mining Ltd.,1.4463239432425055,1.434537123575708,1.4722555091557465,0.509491102,1.3650630787201992,1.3629872747327352,-0.391329435,1.0209033751344212,1.9270610724656285,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Sandstorm Gold Ltd.,0.8154823414601414,0.7633853111578227,0.7961266970566626,1.285541483939355,0.6931587591472743,0.6909949918429801,2.372973057200919,2.2838976030421874,1.9198287062421766,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Centerra Gold Inc.,0.5469804591665871,0.475409028,0.49045044513318153,-0.37896417,0.6388494311042479,0.6378814807750786,0.2520999444652946,-0.554957999,0.27049063586064354,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Seabridge Gold Inc.,-0.078240759,-0.047534753,-0.029211345,-0.472190627,-0.032168068,-0.032575742,0.4845618882876713,0.13504346451462626,1.4454617798972489,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,DRDGOLD Limited,-0.236532671,-0.260331925,-0.207678439,-0.196185996,-0.225908045,-0.228769655,1.7422994053934056,0.7730005031497057,1.948362705487099,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,Caledonia Mining Corporation Plc,1.3654194412566831,1.6215796120594488,1.3149898105728046,0.26943978017314246,1.6363001301712072,1.6334490217966242,0.4719934032560448,2.7411725652631707,1.8025215577788232,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,"Idaho Strategic Resources, Inc.",-1.008754925,-1.156341816,-1.348709345,-0.264316685,-0.995302267,-0.993837481,-0.193686859,-0.727782268,-0.985003337,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2023,"Contango Ore, Inc.",0.23202854149676805,0.5642317353884451,0.34982073644980044,-0.357855899,0.4852938800927385,0.48237738139994146,-1.00136183,-0.622407591,0.34861201465987884,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Newmont Corporation,1.012445725,1.093891439,1.038507667,-0.040220505,1.068053807,1.065716185,0.262829324,1.206419182,1.545262094,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Agnico Eagle Mine,0.088842687,0.095245328,0.048871006,0.301032617,0.142861726,0.145583914,1.684285444,0.689302494,1.493270936,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Barrick Gold Cor,0.867759325,0.878939847,0.891540158,0.309382851,0.904269173,0.905108048,2.11808033,1.632501725,1.794307153,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Wheaton Precious Metals Corp.,0.708962546,0.637189707,0.717291965,0.459116087,0.686338419,0.691252648,2.648185587,2.177591769,1.877474965,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Franco-Nevada Corporation,0.473607322,0.480199595,0.479517943,0.218007021,0.498904703,0.495472335,2.427013977,1.123031907,2.441480055,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Gold Fields Limited,-0.346681876,-0.358745255,-0.352064327,0.571850622,-0.284060132,-0.282185343,1.487756263,1.676495973,2.192245166,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,AngloGold Ashant,0.4663351741001588,0.43286280565036794,0.4787536308147502,0.5364802650068213,0.49687771430545175,0.494841726,2.2891143905426214,1.4465040676352445,2.007341541522238,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Kinross Gold Corporation,-1.073637943,-1.001173824,-1.033839669,0.092933005,-0.957132248,-0.955660433,1.6613648093545066,1.119873675667185,1.3944151369267728,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Alamos Gold Inc.,-0.42653422,-0.424698903,-0.517081283,1.0818842288523203,-0.369915226,-0.366846424,2.249928287038867,1.0344669284907044,1.590810708526206,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Harmony Gold Mining Company Limited,-0.406738147,-0.466189192,-0.434229306,0.3588073989011726,-0.433341299,-0.429567629,2.420416091270302,1.1599611632311149,1.9554903753772446,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Pan American Silver Corp.,1.4466829270558315,1.4245180554809111,1.4520717158709795,0.7949646457508429,1.3470274190552038,1.345677294752258,1.6928417147741393,1.8260809070476252,2.2063347181362114,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Endeavour Mining plc,0.8149650766495288,0.740245989,0.8219206554155204,-0.53601829,0.7492119764022525,0.7464384555417262,0.28625733071208526,0.7031809048615894,1.4604756857791747,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Osisko Gold Royalties Ltd,0.6134173417001522,0.5953270585286358,0.671249048,-0.205998863,0.5926164553647214,0.5921151933247543,1.7698111526482723,1.5650518401575617,1.6084369566226748,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Eldorado Gold Corporation,-0.28807534,-0.32908058,-0.276817799,-0.4066786,-0.329823075,-0.325449093,1.51860281,-0.848678733,0.6383079494589319,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,IAMGOLD Corporation,-0.06627578,-0.187930673,-0.062707471,-0.478374519,-0.027023966,-0.027458772,1.7506182500000937,0.175036314,1.1886941522642107,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,"Coeur Mining, Inc.",0.4260227210413312,0.4296325486045332,0.5300944269659312,-0.597372466,0.443785054,0.44427968737833357,1.4918746880951703,-0.648735284,0.6958694796493986,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Equinox Gold Corp.,0.1615128464748693,0.038540263,0.11462299143396813,0.021046285445080738,0.096032722,0.097050803,1.4340724157402112,1.6590881546902445,2.3053068849821288,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Orla Mining Ltd.,1.4463239432425055,1.434537123575708,1.4722555091557465,0.509491102,1.3650630787201992,1.3629872747327352,-0.31597597,1.1887071544670509,1.954369293187154,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Sandstorm Gold Ltd.,0.8154823414601414,0.7633853111578227,0.7961266970566626,1.285541483939355,0.6931587591472743,0.6909949918429801,2.452629262,2.2435200928667234,1.865267614456695,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Centerra Gold Inc.,0.5469804591665871,0.475409028,0.49045044513318153,-0.37896417,0.6388494311042479,0.6378814807750786,0.24241544450240884,-0.570738622,0.3586816731553062,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Seabridge Gold Inc.,-0.078240759,-0.047534753,-0.029211345,-0.472190627,-0.032168068,-0.032575742,0.4736524402837755,0.21665980511862426,1.4759870820244636,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,DRDGOLD Limited,-0.236532671,-0.260331925,-0.207678439,-0.196185996,-0.225908045,-0.228769655,1.7734620949434643,1.0033885596185252,1.9993361722287513,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,Caledonia Mining Corporation Plc,1.3654194412566831,1.6215796120594488,1.3149898105728046,0.26943978017314246,1.6363001301712072,1.6334490217966242,0.5194342261871727,2.7102020070562607,1.8929873131120112,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,"Idaho Strategic Resources, Inc.",-1.008754925,-1.156341816,-1.348709345,-0.264316685,-0.995302267,-0.993837481,-0.191967765,-0.818370043,-0.801913953,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2023,"Contango Ore, Inc.",0.23202854149676805,0.5642317353884451,0.34982073644980044,-0.357855899,0.4852938800927385,0.48237738139994146,-0.997345729,-0.559399121,0.43542759206439524,0.645362212,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,1,0,1,0,0
3/27/2023,Newmont Corporation,0.831262795,0.903679901,0.909025691,-0.472982626,0.998221364,1.065716185,0.265897028,1.308718666,1.453946794,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Agnico Eagle Mine,-0.158038619,-0.022623403,-0.065098373,-0.588872341,0.100130141,0.145583914,1.702435592,0.775786715,1.454630536,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Barrick Gold Cor,0.564405534,0.757749824,0.636363937,-0.202042605,0.889923201,0.905108048,2.076922828,1.724271895,1.780282868,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Wheaton Precious Metals Corp.,0.332537088,0.598453363,0.452412663,-0.149447252,0.663752108,0.691252648,2.594796126,2.345857444,1.855915356,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Franco-Nevada Corporation,0.325805575,0.383836864,0.379914906,-0.610552517,0.456095893,0.495472335,2.394910468,1.014384735,2.380434043,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Gold Fields Limited,-0.341486643,-0.299493089,-0.264503181,0.093391556,-0.231496517,-0.282185343,1.510880247,1.840205919,2.256200558,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,AngloGold Ashant,0.3495590981875126,0.3762383023949061,0.41523883865709726,0.21537569351659466,0.4309314999401685,0.494841726,2.3047476114859125,1.5460759563847422,1.9268349254034802,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Kinross Gold Corporation,-1.179781859,-0.948754034,-1.069107831,0.7213868439066173,-0.851236765,-0.955660433,1.693375083982194,1.269131528910861,1.5261549576642361,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Alamos Gold Inc.,-0.597652653,-0.500851501,-0.535250856,0.069560781,-0.360782136,-0.366846424,2.3070970069325716,1.2105407350400432,1.601831818213767,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Harmony Gold Mining Company Limited,-0.606043433,-0.595185737,-0.599216986,-0.388242896,-0.545920688,-0.429567629,2.420355003494189,1.228859356079259,1.7613369337659093,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Pan American Silver Corp.,1.0463127572216022,1.2160711336846464,1.2136321906350505,-0.940896508,1.3892737519416938,1.345677294752258,1.7182007321869746,1.7633520606676376,2.2475510232615012,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Endeavour Mining plc,0.5394588407890967,0.7442105087083383,0.6074922283554806,-0.271095448,0.8452659216011091,0.7464384555417262,0.2680401485119474,0.7423396675691933,1.5958410429292815,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Osisko Gold Royalties Ltd,0.3943064949926795,0.6051752008695817,0.5161891303802257,0.321461064,0.71815356,0.5921151933247543,1.7605280695413834,1.6069577416665521,1.7688720361206354,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Eldorado Gold Corporation,-0.50454642,-0.3494633,-0.465206528,0.36350860068836083,-0.230794536,-0.325449093,1.5022157251849502,-0.910747566,0.7633880745221194,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,IAMGOLD Corporation,-0.139602176,-0.007849368,-0.172952602,-0.173147793,0.15313580838367238,-0.027458772,1.6710289562038885,0.3063514615478441,1.3689243972798615,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,"Coeur Mining, Inc.",0.3179333131934849,0.5550122235650315,0.44586756971787683,-0.758959665,0.6987775709558899,0.44427968737833357,1.446562088491947,-0.582724287,0.9702122311817611,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Equinox Gold Corp.,-0.189592718,0.057970534,-0.065130441,-0.232234296,0.2529616132312692,0.097050803,1.4784940473584742,1.7148861071641146,2.458799029000895,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Orla Mining Ltd.,1.2772121526349856,1.1668083468114663,1.2531282462574675,0.44866254782166837,1.264380975315218,1.3629872747327352,-0.266340495,1.3780122072534833,1.816320373711465,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Sandstorm Gold Ltd.,0.42242982528182177,0.717958821,0.5367271256595484,0.6045933145099005,0.8989765870242312,0.6909949918429801,2.5523149219723287,2.2092315608938624,2.0768510224578405,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Centerra Gold Inc.,0.46193822136689555,0.5757399223671728,0.6112834022569535,-0.055992548,0.6724415138665363,0.6378814807750786,0.14200375531076959,-0.565707643,0.3870155860806874,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Seabridge Gold Inc.,-0.210281958,-0.21552643,-0.241227101,-0.481027066,-0.065082128,-0.032575742,0.49257753153387185,0.2981556975267177,1.440552231711342,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,DRDGOLD Limited,-0.398656511,-0.338606168,-0.400211522,-0.055138926,-0.245709906,-0.228769655,1.8030236808898905,1.1975130687313267,1.9695692240933593,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,Caledonia Mining Corporation Plc,1.0103981162076512,1.1871590766226499,1.2190763167247942,0.20655045146237389,1.2837956070495302,1.6334490217966242,0.550281819,2.6733914010575925,1.468508771312332,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,"Idaho Strategic Resources, Inc.",-0.923924893,-1.177423075,-0.984989989,-0.645006411,-1.14563899,-0.993837481,-0.294091652,-0.926394867,-0.911653775,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2023,"Contango Ore, Inc.",0.39794536418271453,0.6104647705624148,0.5205849872111594,-0.354739785,0.7289510430270674,0.48237738139994146,-0.991118114,-0.501402865,0.7383899370859263,0.15469249306865474,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Newmont Corporation,1.058262098,0.991156865,1.074592808,-0.667465812,1.090646656,0.995964162,0.263664369,1.370436533,1.574805279,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Agnico Eagle Mine,0.200074924,0.1415982,0.170981055,-0.676088565,0.292422273,0.102853402,1.6275267,0.826425043,1.628512336,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Barrick Gold Cor,0.962785814,0.932406033,0.998788135,-0.20874369,1.004690976,0.890774785,2.080282015,1.79891633,1.892477143,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Wheaton Precious Metals Corp.,0.80306891,0.921256227,0.814937594,0.252912365,1.031586314,0.668634009,2.523501136,2.493124753,2.207028978,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Franco-Nevada Corporation,0.528229706,0.491349002,0.473895191,-0.673994039,0.57738752,0.452443521,2.203585731,0.864214069,2.553397744,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Gold Fields Limited,-0.107701171,-0.067636786,-0.052233737,0.393062533,0.020808838,-0.229668922,1.524835914,1.966872352,2.563186436,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,AngloGold Ashant,0.5741284749426011,0.6498240602291933,0.6466141529456894,1.3013523699567426,0.7186967989886743,0.42895633075171796,2.2923731928320414,1.5713855354467576,2.278136522719851,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Kinross Gold Corporation,-0.843659456,-0.634235295,-0.813413655,2.0472007694516496,-0.551199564,-0.849307747,1.7402653765504497,1.4369745749511478,1.899417783087052,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Alamos Gold Inc.,-0.309453187,-0.142486335,-0.304949218,0.6593123638348194,0.004541454,-0.357707991,2.255618697060218,1.3493694174107338,2.0426762057162122,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Harmony Gold Mining Company Limited,-0.456564469,-0.435475729,-0.465957706,-0.204580426,-0.370797194,-0.542744842,2.421598360397364,1.260252966334149,2.0633533984946526,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Pan American Silver Corp.,1.4681313290112348,1.4870521320197905,1.3677008069413439,0.13146244163149898,1.6779570266660482,1.3878671225599182,1.6319474379749845,1.7015133280946724,2.5291957711304685,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Endeavour Mining plc,0.8473775749860503,0.9860462167501663,0.9103311453418133,-0.07573385,1.0693917937317745,0.8427160201615225,0.27453351275686194,0.8102755449646413,1.9116935429461974,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Osisko Gold Royalties Ltd,0.7794104073876315,0.8415306170522737,0.7791168161394343,0.3542701985444401,0.9560133383713892,0.7174818391685244,1.7537837768701123,1.6964906575870253,2.072854292011509,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,Eldorado Gold Corporation,-0.188165611,-0.133406469,-0.230767221,0.22767798362330335,-0.049242213,-0.225852616,1.5541004685413289,-0.900678623,0.9927016371379658,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2023,IAMGOLD Corporation,0.11704020796017489,0.3523132416514458,0.084286037,0.9969531876822576,0.4774234026079194,0.15246061956985404,1.5803568588599044,0.4960909154313992,1.693338838,0.48510981241841455,1.1426084011785886,-0.575852854,0,0,0,0,0,0,0,0,0,0,0,0
