Date,company name,open,high,low,closing,avg_price_1,std_price_2,avg_volume_30,ROC_30,gold,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
2/24/2023,"Contango Ore, Inc.",0.2634182106535689,0.15033599192624164,0.28751486117200725,0.19469359402427264,0.25875791183493996,-0.462971154,-1.088221809,-0.636189919,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Newmont Corporation,0.079457766,0.026875917,0.081190109,0.039052225,0.037899616,0.42805266,-0.634271858,-2.088058468,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Agnico Eagle Mine,-1.728854845,-1.6661638,-1.636247666,-1.529011535,-1.526247368,-0.751193608,1.610691983,-2.262290044,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Barrick Gold Cor,-0.966982885,-1.017327572,-0.924279035,-0.903323285,-0.900883092,-0.433183621,0.856500913,-2.07532696,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Wheaton Precious Metals Corp.,-1.513894683,-1.586922024,-1.421363144,-1.436774803,-1.434899355,-0.200381976,0.24123284,-1.640425468,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Franco-Nevada Corporation,-1.210850624,-1.087088461,-1.147867168,-1.019222522,-1.030456895,-0.329773059,-0.400875114,-1.890233173,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Gold Fields Limited,-2.274113214,-2.259966932,-2.259835957,-2.244682991,-2.241047855,0.682219268,-0.16362124,-1.706120008,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,AngloGold Ashant,-1.18350118,-1.210737907,-1.148434854,-1.139787424,-1.140314,0.049588347,0.5435961258776841,-1.409404285,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Kinross Gold Corporation,-2.276602333,-2.329141836,-2.215323104,-2.263176536,-2.267343565,-0.116752251,0.8077777326322045,-2.246131057,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Alamos Gold Inc.,-2.101693617,-2.005985199,-2.038898269,-1.904274305,-1.902103242,-0.505046836,0.3854183796531916,-1.589968176,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Harmony Gold Mining Company Limited,-1.764505404,-1.799153486,-1.722402351,-1.759276325,-1.762543696,-0.316067332,-0.914415082,-1.638448028,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Pan American Silver Corp.,-0.783950876,-0.847553392,-0.767250019,-0.842740836,-0.841162113,0.6279085218309072,-0.196129582,-2.053341135,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Endeavour Mining plc,-0.076378628,-0.155735487,-0.134760019,-0.131282521,-0.136105887,0.6431026480102725,-0.606955544,-1.209897092,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Osisko Gold Royalties Ltd,-1.152748877,-0.862198008,-1.088343926,-0.761862836,-0.760524933,1.5883007992345124,-1.366439499,-0.743811958,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Eldorado Gold Corporation,-1.553598578,-1.185154814,-1.612284562,-1.097294257,-1.097321787,2.5582985179885602,0.552566814,-1.034286949,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,IAMGOLD Corporation,-1.422814094,-1.376467285,-1.348900668,-1.216078478,-1.214926758,-0.822139185,0.4762533777693766,-1.816847864,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,"Coeur Mining, Inc.",-0.204498825,-0.23308859,-0.153078971,-0.21190999,-0.210638187,0.10944460193302982,-1.7513129,-1.659635102,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Equinox Gold Corp.,-2.393755425,-2.545685803,-2.381952456,-2.434445657,-2.430534253,-0.219035921,0.19410753457274843,-2.010050733,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Orla Mining Ltd.,-0.10950453,-0.004505052,-0.027923445,0.056195734,0.05244217,-0.617008117,-1.168047209,0.13678103175174952,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Sandstorm Gold Ltd.,-1.196021712,-1.167240541,-1.09041564,-1.021989806,-1.022488809,-0.554225858,0.055319699,-2.141595619,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Centerra Gold Inc.,0.17279461284794334,0.040641822,0.076166021,0.15176423105105627,0.15146508467806594,-0.237763772,-0.629234555,-0.766606955,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Seabridge Gold Inc.,-1.448168202,-1.512822862,-1.43699597,-1.365187499,-1.363812056,-0.649368354,-1.099526023,-2.103003412,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,DRDGOLD Limited,-1.655116275,-1.662745446,-1.589790925,-1.592236458,-1.595222803,-0.612974561,-0.96766212,-1.116366016,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,Caledonia Mining Corporation Plc,0.11139250277703677,-0.032560119,0.14604410430016557,0.089828674,0.088929982,-0.383853984,-0.467424448,-0.927181201,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,"Idaho Strategic Resources, Inc.",0.1788655203296453,-0.081197597,0.19709792063453782,-0.071805256,-0.066647878,0.3619090001248783,-0.990918021,-0.473588725,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2023,"Contango Ore, Inc.",0.2634182106535689,0.15033599192624164,0.28751486117200725,0.19469359402427264,0.19167207096543934,-0.105013961,-1.086014489,-0.062041003,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Newmont Corporation,0.079457766,0.026875917,0.081190109,0.039052225,0.037899616,-0.823688004,-0.618282945,-1.945169622,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Agnico Eagle Mine,-1.728854845,-1.6661638,-1.636247666,-1.529011535,-1.526247368,-0.798806322,1.676307779,-2.227002259,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Barrick Gold Cor,-0.966982885,-1.017327572,-0.924279035,-0.903323285,-0.900883092,-0.770414745,0.774290091,-2.066057154,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Wheaton Precious Metals Corp.,-1.513894683,-1.586922024,-1.421363144,-1.436774803,-1.434899355,-0.823028114,0.237614972,-1.565924739,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Franco-Nevada Corporation,-1.210850624,-1.087088461,-1.147867168,-1.019222522,-1.030456895,-0.820818466,-0.370146235,-1.806114261,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Gold Fields Limited,-2.274113214,-2.259966932,-2.259835957,-2.244682991,-2.241047855,-0.687537122,-0.065815168,-1.535329778,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,AngloGold Ashant,-1.18350118,-1.210737907,-1.148434854,-1.139787424,-1.140314,-0.734297317,0.5597400746168911,-1.224921451,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Kinross Gold Corporation,-2.276602333,-2.329141836,-2.215323104,-2.263176536,-2.267343565,-0.830676489,0.853159267,-2.171819398,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Alamos Gold Inc.,-2.101693617,-2.005985199,-2.038898269,-1.904274305,-1.902103242,-0.820048481,0.3533363539681371,-1.468906597,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Harmony Gold Mining Company Limited,-1.764505404,-1.799153486,-1.722402351,-1.759276325,-1.762543696,-0.734791483,-0.913061871,-1.409235038,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Pan American Silver Corp.,-0.783950876,-0.847553392,-0.767250019,-0.842740836,-0.841162113,-0.803128868,-0.192286726,-1.95728846,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Endeavour Mining plc,-0.076378628,-0.155735487,-0.134760019,-0.131282521,-0.136105887,-0.75651554,-0.608832448,-0.93347152,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Osisko Gold Royalties Ltd,-1.152748877,-0.862198008,-1.088343926,-0.761862836,-0.760524933,-0.737993925,-1.339981115,-0.583601633,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Eldorado Gold Corporation,-1.553598578,-1.185154814,-1.612284562,-1.097294257,-1.097321787,-0.820945225,0.7521593538912408,-0.89862948,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,IAMGOLD Corporation,-1.422814094,-1.376467285,-1.348900668,-1.216078478,-1.214926758,-0.822139185,0.42504302575139763,-1.661500177,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,"Coeur Mining, Inc.",-0.204498825,-0.23308859,-0.153078971,-0.21190999,-0.210638187,-0.860249877,-1.670520108,-1.493528193,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Equinox Gold Corp.,-2.393755425,-2.545685803,-2.381952456,-2.434445657,-2.430534253,-0.778079429,0.1699374634514581,-1.779903396,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Orla Mining Ltd.,-0.10950453,-0.004505052,-0.027923445,0.056195734,0.05244217,-0.753118383,-1.147838366,0.37144269039314803,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Sandstorm Gold Ltd.,-1.196021712,-1.167240541,-1.09041564,-1.021989806,-1.022488809,-0.805169899,0.047241551,-1.924850844,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Centerra Gold Inc.,0.17279461284794334,0.040641822,0.076166021,0.15176423105105627,0.15146508467806594,-0.757303931,-0.568807114,-0.742713331,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Seabridge Gold Inc.,-1.448168202,-1.512822862,-1.43699597,-1.365187499,-1.363812056,-0.78849126,-1.111842436,-1.957160163,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,DRDGOLD Limited,-1.655116275,-1.662745446,-1.589790925,-1.592236458,-1.595222803,-0.831430668,-0.978217706,-0.939526756,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,Caledonia Mining Corporation Plc,0.11139250277703677,-0.032560119,0.14604410430016557,0.089828674,0.088929982,-0.759039689,-0.485623083,-0.18952067,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,"Idaho Strategic Resources, Inc.",0.1788655203296453,-0.081197597,0.19709792063453782,-0.071805256,-0.066647878,-0.757843621,-0.951032735,-0.430102175,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2023,"Contango Ore, Inc.",0.2634182106535689,0.15033599192624164,0.28751486117200725,0.19469359402427264,0.19167207096543934,-0.534562593,-1.087952624,-0.062041003,-2.21770386,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Newmont Corporation,0.081540328,0.018738525,0.0578409,-0.002025683,0.037899616,-0.823688004,-0.6028231,-1.989032074,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Agnico Eagle Mine,-1.503677389,-1.437048177,-1.337756436,-1.390133884,-1.526247368,-0.798806322,1.728676111,-2.126705043,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Barrick Gold Cor,-0.959673155,-0.967425798,-0.879900562,-0.924842242,-0.900883092,-0.770414745,0.737686045,-2.083168635,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Wheaton Precious Metals Corp.,-1.400318037,-1.33513579,-1.254946999,-1.210911695,-1.434899355,-0.823028114,0.259569825,-1.37483465,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Franco-Nevada Corporation,-1.020475549,-0.982761868,-0.91492458,-0.890003338,-1.030456895,-0.820818466,-0.31978911,-1.648945899,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Gold Fields Limited,-2.175403793,-2.229052759,-2.190848387,-2.218401183,-2.241047855,-0.687537122,-0.012455168,-1.510750312,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,AngloGold Ashant,-1.141581563,-1.2181885,-1.14541034,-1.172760531,-1.140314,-0.734297317,0.47022846345417935,-1.257093458,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Kinross Gold Corporation,-2.223530375,-2.259248783,-2.127152698,-2.245527289,-2.267343565,-0.830676489,0.8967572972943839,-2.155225865,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Alamos Gold Inc.,-1.822500384,-1.858159568,-1.752981139,-1.822076497,-1.902103242,-0.820048481,0.3230565608826035,-1.380503851,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Harmony Gold Mining Company Limited,-1.714679083,-1.750011946,-1.690673951,-1.759276325,-1.762543696,-0.734791483,-0.945361933,-1.409235038,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Pan American Silver Corp.,-0.869744484,-0.889242776,-0.935991837,-0.997644056,-0.841162113,-0.803128868,-0.200421405,-2.078482438,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Endeavour Mining plc,-0.173616123,-0.187451645,-0.118265525,-0.147291512,-0.136105887,-0.75651554,-0.612834292,-0.952069877,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Osisko Gold Royalties Ltd,-0.75436552,-0.675083303,-0.663614588,-0.761862836,-0.760524933,-0.737993925,-1.288233097,-0.583601633,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Eldorado Gold Corporation,-0.995769256,-1.038399231,-1.189456527,-0.932246691,-1.097321787,-0.820945225,0.9511087632063184,-0.702916908,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,IAMGOLD Corporation,-1.386150897,-1.268418502,-1.20190716,-1.180046523,-1.214926758,-0.822139185,0.40395058899321634,-1.632867854,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,"Coeur Mining, Inc.",-0.168469022,-0.14353168,-0.040776494,-0.102627483,-0.210638187,-0.860249877,-1.60747561,-1.406237318,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Equinox Gold Corp.,-2.432767155,-2.33195282,-2.282089438,-2.277516766,-2.430534253,-0.778079429,0.13896251522922068,-1.663856588,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Orla Mining Ltd.,0.093429618,0.3301559194232115,0.20805976166567433,0.35824204467038234,0.05244217,-0.753118383,-1.135574895,0.7948613911730613,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Sandstorm Gold Ltd.,-1.011055822,-0.962821333,-0.878179627,-0.884777921,-1.022488809,-0.805169899,0.054824903,-1.80902665,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Centerra Gold Inc.,0.2578368506476349,0.5088526597789651,0.45592674309781694,0.554869224,0.15146508467806594,-0.757303931,-0.503415266,-0.430009965,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Seabridge Gold Inc.,-1.349137302,-1.22544707,-1.208018952,-1.233531259,-1.363812056,-0.78849126,-1.109138913,-1.845381936,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,DRDGOLD Limited,-1.621340475,-1.558379788,-1.524467201,-1.526230255,-1.595222803,-0.831430668,-0.98396101,-0.852767589,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,Caledonia Mining Corporation Plc,-0.043213558,0.095538244,0.12206573083816322,0.1694264694390659,0.088929982,-0.759039689,-0.575540981,-0.096068743,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,"Idaho Strategic Resources, Inc.",0.1576580123817658,-0.102278856,-0.052959137,-0.09328193,-0.066647878,-0.757843621,-0.918085724,-0.445217389,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2023,"Contango Ore, Inc.",0.17149132240865242,0.14813441882271894,0.28751486117200725,0.17010433904924874,0.19167207096543934,-0.534562593,-1.085430846,-0.091991222,-2.082232759,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Newmont Corporation,-0.01217498,0.058408311,0.042982313,0.053429493,-0.003130985,-0.475982264,-0.578609667,-1.929817764,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Agnico Eagle Mine,-1.457556706,-1.410560821,-1.430017362,-1.366097367,-1.387373204,0.026480736,1.763864202,-2.10934591,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Barrick Gold Cor,-0.952363425,-0.8248493,-0.887296974,-0.817247453,-0.922382986,-0.625887124,0.647494018,-1.997611232,-1.885634454,0,0,0,0,0,0,0,1,0,0,0,0
2/28/2023,Wheaton Precious Metals Corp.,-1.192635025,-1.073665471,-1.153769646,-1.056034134,-1.208712972,0.539010314,0.255468239,-1.243801445,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Franco-Nevada Corporation,-0.904804617,-0.885602751,-0.869139313,-0.836888704,-0.900573624,0.275625389,-0.305281196,-1.584342953,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Gold Fields Limited,-2.185794258,-2.23162894,-2.174928179,-2.234170268,-2.214789645,-0.502434907,-0.025921121,-1.525497991,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,AngloGold Ashant,-1.150564339,-1.174975063,-1.109116173,-1.181753197,-1.173256698,-0.446872573,0.3747255713128299,-1.265867641,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Kinross Gold Corporation,-2.223530375,-2.206828993,-2.144786779,-2.192579547,-2.249618117,-0.687891642,0.8898680249153352,-2.105445264,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Alamos Gold Inc.,-1.786475451,-1.790966099,-1.752981139,-1.812943407,-1.819857341,-0.253045523,0.2694680187346872,-1.370681323,-1.885634454,0,0,0,0,0,1,0,0,0,0,0,0
2/28/2023,Harmony Gold Mining Company Limited,-1.727135663,-1.682442327,-1.690673951,-1.634188115,-1.762543696,-0.734791483,-0.992288134,-1.229563484,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Pan American Silver Corp.,-1.048481167,-0.944828622,-1.038704248,-0.870905057,-0.995858149,0.047758228638021455,-0.18000785,-1.97932373,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Endeavour Mining plc,-0.157409873,-0.171593566,-0.126512772,-0.083255549,-0.152152148,-0.601002408,-0.618053414,-0.877676451,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Osisko Gold Royalties Ltd,-0.767644965,-0.707910445,-0.731031943,-0.662754595,-0.760524933,-0.737993925,-1.266350273,-0.462278338,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Eldorado Gold Corporation,-0.904185337,-0.810112768,-0.867102481,-0.750694369,-0.93132766,0.45424109320738815,1.048442738727561,-0.487633078,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,IAMGOLD Corporation,-1.239498106,-1.19638598,-1.128410406,-1.107982614,-1.178942879,-0.619818047,0.36770883426941964,-1.575603209,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,"Coeur Mining, Inc.",-0.078394516,0.017670759448611736,0.015374743783375895,0.11593753182275725,-0.101485208,-0.029083178,-1.534937076,-1.231655567,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Equinox Gold Corp.,-2.198696779,-2.176510651,-2.18222642,-2.042123428,-2.273784792,-0.032688094,0.092843838,-1.489786376,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Orla Mining Ltd.,0.29636376711136675,0.3803550650665072,0.376619195,0.4589241480753634,0.35487565576717184,1.6968663320662212,-1.144837388,0.9360009581109894,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Sandstorm Gold Ltd.,-0.895452141,-0.871968352,-0.846108408,-0.793303331,-0.885410105,-0.052337776,0.068579907,-1.731810521,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Centerra Gold Inc.,0.5809973542864646,0.49213084413191355,0.49045044513318153,0.5884613069608139,0.5540165848962821,1.3208566991054254,-0.49492372,-0.403951351,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Seabridge Gold Inc.,-1.208843528,-1.200814859,-1.14017391,-1.110103534,-1.232331926,-0.046502409,-1.088640114,-1.740589848,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,DRDGOLD Limited,-1.540278555,-1.499674106,-1.507276747,-1.447022811,-1.529210574,-0.2852904,-0.989300754,-0.748656588,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,Caledonia Mining Corporation Plc,0.20301090924130327,0.6859046126571132,0.331876499,0.7607243791915564,0.16842728586859246,-0.281530609,-0.649589316,0.5981455698526418,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,"Idaho Strategic Resources, Inc.",-0.054417067,-0.102278856,-0.098424057,-0.351002027,-0.088210427,-0.671708802,-0.886177496,-0.626599952,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2023,"Contango Ore, Inc.",0.17149132240865242,0.060071495,0.28751486117200725,0.17010433904924874,0.1670739293132893,-0.377061428,-1.082905398,-0.091991222,-1.885634454,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Newmont Corporation,0.193998698,0.15503984,0.236143949,0.154070366,0.052260327,-0.354285255,-0.546939208,-1.715992051,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Agnico Eagle Mine,-1.169980678,-1.15628221,-1.123385462,-1.133744374,-1.363337291,-0.655968178,1.806868843,-1.79772221,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Barrick Gold Cor,-0.601496389,-0.682272803,-0.641810054,-0.68096072,-0.814883514,-0.047776627,0.668372658,-1.79850141,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Wheaton Precious Metals Corp.,-0.913560979,-0.960684468,-0.898144768,-1.068940598,-1.053613737,0.110941094,0.351614643,-1.123869101,-1.740250833,1,0,1,0,0,0,0,0,0,0,0,0
3/1/2023,Franco-Nevada Corporation,-0.695151053,-0.33768904,-0.603263463,-0.341416372,-0.847186021,-0.370132955,-0.207052734,-0.815296315,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Gold Fields Limited,-2.107865767,-2.128581694,-2.127167554,-2.155324844,-2.230544571,-0.576475795,0.004512448,-1.38139717,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,AngloGold Ashant,-1.060736588,-1.043844635,-1.009307214,-1.037870547,-1.18224107,-0.655908752,0.3245325237116177,-1.149216421,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Kinross Gold Corporation,-2.064314499,-2.049569623,-2.00371413,-2.033736323,-2.196441774,-0.402321946,0.8958992718489682,-1.741068473,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Alamos Gold Inc.,-1.696413118,-1.647620033,-1.577741607,-1.593749253,-1.810718908,-0.757048151,0.2929243028641222,-0.865596621,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Harmony Gold Mining Company Limited,-1.677309342,-1.627158094,-1.665291231,-1.609170473,-1.636791237,0.3120188943604545,-0.937609809,-1.082508442,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Pan American Silver Corp.,-0.691007801,-0.680795855,-0.708557213,-0.547016505,-0.869288665,-0.106948516,-0.150031935,-1.516443315,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Endeavour Mining plc,-0.076378628,-0.076445091,-0.011051311,-0.019219585,-0.087967104,-0.134463012,-0.618148592,-0.658280723,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Osisko Gold Royalties Ltd,-0.581732731,-0.471555028,-0.518667274,-0.385251521,-0.661551265,0.055061094,-1.217597496,0.008387082,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Eldorado Gold Corporation,-0.604456149,-0.581826306,-0.632663175,-0.50312302,-0.748734119,0.5817597250123736,1.0791362425254434,-0.16417922,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,IAMGOLD Corporation,-0.946192525,-1.052320936,-0.981416897,-0.891790884,-1.106975123,-0.417496921,0.39326908142174377,-1.427382881,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,"Coeur Mining, Inc.",0.20984390534563785,0.1251390522718957,0.1838284582794847,0.1887925367143989,0.11682075028526756,0.80208352,-1.46695105,-1.102733658,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Equinox Gold Corp.,-1.925614673,-1.787905227,-1.802746952,-1.689033422,-2.038660601,0.3400075868537257,0.062297957,-1.204216444,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Orla Mining Ltd.,0.48238673677963984,0.4974864049008633,0.595746458,0.49248484921035807,0.4556868176637276,0.063543191,-1.131355044,0.6610338740992475,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Sandstorm Gold Ltd.,-0.618003306,-0.644835898,-0.548034718,-0.541748208,-0.794024302,-0.303281817,0.064298198,-1.35118318,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Centerra Gold Inc.,0.7680902774457857,0.9937853135434705,0.9737822736282729,0.9411781759648491,0.587562543,-0.584123879,-0.405426883,0.2471841392226718,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Seabridge Gold Inc.,-1.035539454,-0.860069278,-0.970561305,-0.756277389,-1.109069304,-0.092876712,-1.095341322,-1.209839838,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,DRDGOLD Limited,-1.425440835,-1.372478461,-1.38350548,-1.348013505,-1.449995899,-0.176062346,-0.99315086,-0.438036805,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,Caledonia Mining Corporation Plc,0.8157090024710851,0.7972944935383441,0.9193466484497583,0.9256055271033092,0.7589786832969458,2.7881706139499247,-0.708230392,0.6347966051531785,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,"Idaho Strategic Resources, Inc.",-0.372529686,-0.207685152,-0.325748655,-0.565768773,-0.346961014,0.27577418122261416,-0.760146852,-0.693139751,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2023,"Contango Ore, Inc.",0.0638696,-0.045604014,0.17674886067815246,0.062805772,0.1670739293132893,-0.534562593,-1.082414746,-0.222683085,-1.740250833,0,0,0,0,0,0,0,0,0,0,0,0
