Date,company name,open,high,low,closing,avg_price_1,ROC_8,std_price_13,avg_volume_14,gold,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
1/17/2023,Seabridge Gold Inc.,13.98,13.98,13.3,13.54,14.08,-1.670297749,0.1480514463598082,306330.5,1907.2,0,0,0,0,1,1,0,0,0,0,0,0
1/17/2023,DRDGOLD Limited,8.77,8.78,8.35,8.49,8.95,1.3126491646777974,0.27405782657623884,297849.85714285716,1907.2,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2023,Caledonia Mining Corporation Plc,15.4,15.4,13.87,13.9,15.44,-1.766784452,0.9562030950453785,48471.07142857143,1907.2,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2023,"Idaho Strategic Resources, Inc.",5.7,5.87,5.7,5.74,5.77,-1.88034188,0.047542154034670936,6775.785714285715,1907.2,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2023,"Contango Ore, Inc.",26,29.08,26,27.56,25.85,20.08714596949891,1.884248813119855,1931.142857142857,1907.2,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Newmont Corporation,53.02,53.25,51.44,51.53,52.47,-3.047977422,0.9999711534301056,7000590.857142857,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Agnico Eagle Mine,55.13,55.45,54.21,54.37,54.58,-1.574945692,0.5572931374291543,2976814.6428571427,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Barrick Gold Cor,18.95,19.06,18.38,18.38,18.75,-5.208870552,0.33451840622387313,18790845.785714287,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Wheaton Precious Metals Corp.,44.5,44.79,43.94,44,44.07,1.242521859180854,0.7852706539786128,2621081.3571428573,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Franco-Nevada Corporation,144.35,144.85,142.33,143.73,142.12,-0.256766135,3.0936106611978875,703206.5,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Gold Fields Limited,12.47,12.53,12.06,12.06,12.15,0.33277870216306926,0.3872437117729481,5957822.5,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,AngloGold Ashant,22.64,22.705,22.03,22.04,22.09,0.4557885141294342,0.8000560877774395,3012325.8571428573,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Kinross Gold Corporation,4.69,4.7307,4.56,4.56,4.61,-1.084598698,0.096993259,18286387.64285714,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Alamos Gold Inc.,153.78,155.81,150.82,10.75,10.76,-1.285583104,0.10339741602683157,4823492.857142857,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Harmony Gold Mining Company Limited,3.92,3.94,3.71,3.72,3.82,-5.82278481,0.11538675211696756,3825379.285714286,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Pan American Silver Corp.,18.695,18.695,19.2,18.17,18.39,0.4422332780541838,0.5178901972525173,3885557.5714285714,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Endeavour Mining plc,3.62,3.62,3.75,3.48,3.55,-1.416430595,0.1019929610442023,2358651.3571428573,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Osisko Gold Royalties Ltd,13.21,13.25,12.99,13.01,13,2.845849802371537,0.27551117991183327,1432731.5714285714,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Eldorado Gold Corporation,8.92,9.23,8.7,8.8,8.74,-2.113459399,0.13586380812775462,1768715.357142857,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,IAMGOLD Corporation,2.77,2.815,2.64,2.65,2.71,-1.851851852,0.060192000490737516,7259174,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,"Coeur Mining, Inc.",3.73,3.815,3.6622,3.67,3.65,-3.926701571,0.085747094,4826386.285714285,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Equinox Gold Corp.,4.16,4.23,4,4.01,4.01,-5.868544601,0.10008329864001549,2379984.6428571427,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Orla Mining Ltd.,3.9,3.92,3.83,3.88,3.89,-9.976798144,0.10931605554537707,143978.7142857143,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Sandstorm Gold Ltd.,5.78,5.84,5.57,5.58,5.7,-2.787456446,0.062234049547470756,2323535.6428571427,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Centerra Gold Inc.,5.84,5.92,5.71,5.72,5.82,-2.389078498,0.18809776508712026,164522.7142857143,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Seabridge Gold Inc.,13.71,13.81,13.29,13.33,13.54,-3.125,0.17736316502502078,309789.0714285714,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,DRDGOLD Limited,8.67,8.67,8.1796,8.21,8.49,-3.638497653,0.2385855756810885,310351.28571428574,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,Caledonia Mining Corporation Plc,14.13,14.58,13.88,14.09,13.9,-2.152777778,0.8793667593421416,52515,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,"Idaho Strategic Resources, Inc.",5.72,5.72,5.59,5.7,5.74,0.17574692442881873,0.048740548,6517.5,1904.4,0,0,0,0,1,0,0,0,0,0,0,0
1/18/2023,"Contango Ore, Inc.",27.56,27.56,27.56,27.56,27.56,7.029126213592228,2.036853720060198,2305.6428571428573,1904.4,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Newmont Corporation,51.37,52.865,50.88,52.47,51.53,0.019062142584822743,0.9522032480731483,6768006.357142857,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Agnico Eagle Mine,54.49,55.94,54.37,55.51,54.37,1.7785111844517765,0.5762934170750974,2848192.785714286,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Barrick Gold Cor,18.42,18.92,18.4,18.72,18.38,-2.601456816,0.3941950577946665,17836767.85714286,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Wheaton Precious Metals Corp.,44.06,45.12,44.01,44.96,44,3.9297272306981115,0.598728353,2468055.785714286,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Franco-Nevada Corporation,143.76,146.53,143.28,146.25,143.73,1.386481802426343,2.888899400046682,695114.6428571428,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Gold Fields Limited,12.11,12.3,12.025,12.23,12.06,-0.32599837,0.328241234,5793466.357142857,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,AngloGold Ashant,22.13,22.5599,22,22.29,22.04,1.2721490231712747,0.7373775430711459,2909697,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Kinross Gold Corporation,4.53,4.71,4.49,4.69,4.56,2.8508771929824737,0.083066239,17110477.64285714,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Alamos Gold Inc.,151.27,151.59,146.18,10.99,10.75,1.0110294117647005,0.10633160516238943,4726894.214285715,1922.1,1,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Harmony Gold Mining Company Limited,3.75,3.83,3.72,3.78,3.72,-5.263157895,0.12094181690764787,3763467.8571428573,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Pan American Silver Corp.,18.23,18.23,18.71,18.59,18.17,1.807228915662641,0.4603176161003421,3723350.6428571427,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Endeavour Mining plc,3.52,3.52,3.58,3.56,3.48,0.8498583569405169,0.090878899,2377081.714285714,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Osisko Gold Royalties Ltd,13.08,13.72,13.06,13.7,13.01,8.471892319873305,0.2638302678928455,1409268.9285714286,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Eldorado Gold Corporation,8.885,9.03,8.81,8.96,8.8,3.107019562715781,0.1251102078271995,1812179.142857143,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,IAMGOLD Corporation,2.68,2.73,2.64,2.65,2.65,1.5325670498084305,0.061394061,7166964.428571428,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,"Coeur Mining, Inc.",3.72,4.04,3.7,4.03,3.67,10.714285714285717,0.066938548,4817317.142857143,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Equinox Gold Corp.,4.04,4.43,3.99,4.4,4.01,7.843137254901968,0.092964013,2269748.285714286,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Orla Mining Ltd.,3.9,4,3.81,3.99,3.88,-5.896226415,0.13979380419856827,147168.14285714287,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Sandstorm Gold Ltd.,5.6,5.915,5.58,5.89,5.58,3.514938488576437,0.080741754,2256574.214285714,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Centerra Gold Inc.,5.72,6.03,5.72,5.97,5.72,0,0.18020287712208485,163136.2142857143,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Seabridge Gold Inc.,13.37,13.77,13.3401,13.64,13.33,-0.872093023,0.22437091543314658,303724.78571428574,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,DRDGOLD Limited,8.34,8.5,8.24,8.39,8.21,-0.592417062,0.24768414543009268,314442.14285714284,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,Caledonia Mining Corporation Plc,14.18,14.44,13.93,14.36,14.09,0.6306937631394525,0.7569786434680108,53531.71428571428,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,"Idaho Strategic Resources, Inc.",5.79,5.88,5.57,5.64,5.7,-3.58974359,0.046450967,7004.071428571428,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,"Contango Ore, Inc.",27.5,27.75,27.5,27.75,27.56,7.766990291262135,2.0105819415258193,2336.4285714285716,1922.1,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Newmont Corporation,52.06,53.46,51.93,53.34,52.47,-0.112359551,0.9625879913159465,6761076.071428572,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Agnico Eagle Mine,55.17,56.287,54.81,56.24,55.51,1.9025185722051177,0.5807532685868833,2822721.0714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Barrick Gold Cor,18.61,18.98,18.52,18.97,18.72,-2.36747298,0.41557498012099037,17795254.35714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Wheaton Precious Metals Corp.,44.52,45.24,44.35,45.22,44.96,2.656072644721911,0.6518248545626649,2464338.9285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Franco-Nevada Corporation,145.47,147.57,144.12,147.13,146.25,-0.162855398,2.6852140247985354,696022.3571428572,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Gold Fields Limited,12.04,12.32,12.01,12.31,12.23,-0.081168831,0.31558452076042526,5696470.857142857,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,AngloGold Ashant,22.12,22.63,22.085,22.61,22.29,-0.132508834,0.6997783531874519,2970059.5714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Kinross Gold Corporation,4.66,4.747,4.63,4.72,4.69,1.2875536480686611,0.082508741,16855524.07142857,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Alamos Gold Inc.,147.83,151.44,146.66,11.18,10.99,1.8214936247723068,0.10964979217069674,4711495.785714285,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Harmony Gold Mining Company Limited,3.74,3.84,3.73,3.84,3.78,-4.239401496,0.12528940856048387,3810020.5714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Pan American Silver Corp.,18.485,18.485,19.15,19.08,18.59,3.079416532,0.4396108418905128,3634126.0714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Endeavour Mining plc,3.56,3.56,3.5899,3.57,3.56,0,0.087975813,2363696.4285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Osisko Gold Royalties Ltd,13.5,13.745,13.481,13.64,13.7,4.923076923076927,0.3311886130830861,1445254.642857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Eldorado Gold Corporation,8.85,9.17,8.8,9.16,8.96,2.2321428571428488,0.12612061788784265,1814710.642857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,IAMGOLD Corporation,2.65,2.73,2.595,2.72,2.65,1.1152416356877417,0.061394061,7297684.714285715,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,"Coeur Mining, Inc.",4.01,4.18,3.862,4.17,4.03,11.497326203208548,0.10524696231684375,5051441.928571428,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Equinox Gold Corp.,4.36,4.45,4.29,4.45,4.4,10.421836228287837,0.12598839995442768,2290119.1428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Orla Mining Ltd.,3.98,4.03,3.92,4,3.99,-6.323185012,0.14936189058449373,148378.85714285713,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Sandstorm Gold Ltd.,5.85,6.0855,5.81,6.05,5.89,4.130808950086062,0.087610736,2211663.6428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Centerra Gold Inc.,5.95,6.2198,5.94,6.15,5.97,1.3179571663920933,0.17401370414645378,165025.85714285713,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Seabridge Gold Inc.,13.64,13.7999,13.43,13.73,13.64,-1.080691643,0.23112600625899127,302898.35714285716,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,DRDGOLD Limited,8.34,8.53,8.32,8.53,8.39,-0.698486612,0.25539060079485765,312822.14285714284,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,Caledonia Mining Corporation Plc,14.32,14.49,14.22,14.49,14.36,-0.753424658,0.7096342503224974,53914.642857142855,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,"Idaho Strategic Resources, Inc.",5.8,5.83,5.5,5.5,5.64,-5.172413793,0.058943693253468675,6882.357142857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2023,"Contango Ore, Inc.",27.75,27.75,27.75,27.75,27.75,7.350096711798834,1.9324698558036377,2293.6428571428573,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Newmont Corporation,52.06,53.46,51.93,53.34,53.34,-1.858325667,0.9555935194207853,6577753.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Agnico Eagle Mine,55.17,56.287,54.81,56.24,56.24,0.5183199285075945,0.6402263221625099,2759180.1428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Barrick Gold Cor,18.61,18.98,18.52,18.97,18.97,-3.411405295,0.41815835547840946,17426739.35714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Wheaton Precious Metals Corp.,44.52,45.24,44.35,45.22,45.22,1.5495171794295928,0.7065508492416527,2385252.6428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Franco-Nevada Corporation,145.47,147.57,144.12,147.13,147.13,0.29995228031903864,2.4104266033747765,680337.0714285715,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Gold Fields Limited,12.04,12.32,12.01,12.31,12.31,-2.994483846,0.3000662320051042,5339772.714285715,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,AngloGold Ashant,22.12,22.63,22.085,22.61,22.61,-2.459016393,0.6562344015240196,2946874.6428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Kinross Gold Corporation,4.66,4.747,4.63,4.72,4.72,-0.421940928,0.082508741,16224193.285714285,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Alamos Gold Inc.,147.83,151.44,146.66,11.18,11.18,1.6363636363636338,0.13390582224372974,4637832.142857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Harmony Gold Mining Company Limited,3.74,3.84,3.73,3.84,3.84,-5.651105651,0.12464308017654809,3704718.214285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Pan American Silver Corp.,18.485,18.485,19.15,19.08,19.08,1.4893617021276466,0.44697415745867086,3615129.1428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Endeavour Mining plc,3.56,3.56,3.5899,3.57,3.57,-2.459016393,0.084405918,2270165.4285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Osisko Gold Royalties Ltd,13.5,13.745,13.481,13.64,13.64,2.9433962264150986,0.36263812576232424,1395066.0714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Eldorado Gold Corporation,8.85,9.17,8.8,9.16,9.16,1.439645625692146,0.14424427287213612,1826085.142857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,IAMGOLD Corporation,2.65,2.73,2.595,2.72,2.72,-1.805054152,0.060436446806245374,7197149.571428572,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,"Coeur Mining, Inc.",4.01,4.18,3.862,4.17,4.17,9.736842105263161,0.15293705760783954,5076310.642857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Equinox Gold Corp.,4.36,4.45,4.29,4.45,4.45,6.971153846153847,0.15307112474522788,2243354.1428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Orla Mining Ltd.,3.98,4.03,3.92,4,4,-5.882352941,0.1547371634210399,148434.85714285713,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Sandstorm Gold Ltd.,5.85,6.0855,5.81,6.05,6.05,3.4188034188034218,0.11600176833311783,2175803.214285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Centerra Gold Inc.,5.95,6.2198,5.94,6.15,6.15,-0.162337662,0.1738773514099341,163308.2857142857,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Seabridge Gold Inc.,13.64,13.7999,13.43,13.73,13.73,-2.485795455,0.23203945287883307,293071.9285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,DRDGOLD Limited,8.34,8.53,8.32,8.53,8.53,-4.69273743,0.2558369873621942,296086.28571428574,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,Caledonia Mining Corporation Plc,14.32,14.49,14.22,14.49,14.49,-6.152849741,0.6500946676623959,52555.71428571428,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,"Idaho Strategic Resources, Inc.",5.8,5.83,5.5,5.5,5.5,-4.679376083,0.093094934,6880.785714285715,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,"Contango Ore, Inc.",27.75,27.75,27.75,27.75,27.75,7.350096711798834,1.7340625931387437,2013.0714285714287,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Newmont Corporation,52.06,53.46,51.93,53.34,53.34,-1.858325667,0.9456879194669191,6394430.928571428,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Agnico Eagle Mine,55.17,56.287,54.81,56.24,56.24,0.5183199285075945,0.6860683228292459,2695639.214285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Barrick Gold Cor,18.61,18.98,18.52,18.97,18.97,-3.411405295,0.42065120455958954,17058224.35714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Wheaton Precious Metals Corp.,44.52,45.24,44.35,45.22,45.22,1.5495171794295928,0.7254591826154139,2306166.3571428573,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Franco-Nevada Corporation,145.47,147.57,144.12,147.13,147.13,0.29995228031903864,1.9290169543725983,664651.7857142857,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Gold Fields Limited,12.04,12.32,12.01,12.31,12.31,-2.994483846,0.28075676122643295,4983074.571428572,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,AngloGold Ashant,22.12,22.63,22.085,22.61,22.61,-2.459016393,0.5957649682852253,2923689.714285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Kinross Gold Corporation,4.66,4.747,4.63,4.72,4.72,-0.421940928,0.080741754,15592862.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Alamos Gold Inc.,147.83,151.44,146.66,11.18,11.18,1.6363636363636338,0.1500854457488839,4564168.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Harmony Gold Mining Company Limited,3.74,3.84,3.73,3.84,3.84,-5.651105651,0.12398821283927308,3599415.8571428573,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Pan American Silver Corp.,18.485,18.485,19.15,19.08,19.08,1.4893617021276466,0.4281280062593184,3596132.214285714,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Endeavour Mining plc,3.56,3.56,3.5899,3.57,3.57,-2.459016393,0.079879717,2176634.4285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Osisko Gold Royalties Ltd,13.5,13.745,13.481,13.64,13.64,2.9433962264150986,0.3774594561348838,1344877.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Eldorado Gold Corporation,8.85,9.17,8.8,9.16,9.16,1.439645625692146,0.15760629298903217,1837459.642857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,IAMGOLD Corporation,2.65,2.73,2.595,2.72,2.72,-1.805054152,0.058932817,7096614.428571428,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,"Coeur Mining, Inc.",4.01,4.18,3.862,4.17,4.17,9.736842105263161,0.1806221441971029,5101179.357142857,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Equinox Gold Corp.,4.36,4.45,4.29,4.45,4.45,6.971153846153847,0.16850017119370395,2196589.1428571427,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Orla Mining Ltd.,3.98,4.03,3.92,4,4,-5.882352941,0.15740687112360408,148490.85714285713,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Sandstorm Gold Ltd.,5.85,6.0855,5.81,6.05,6.05,3.4188034188034218,0.1352869694485177,2139942.785714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Centerra Gold Inc.,5.95,6.2198,5.94,6.15,6.15,-0.162337662,0.1686142616470198,161590.7142857143,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Seabridge Gold Inc.,13.64,13.7999,13.43,13.73,13.73,-2.485795455,0.23232934183379336,283245.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,DRDGOLD Limited,8.34,8.53,8.32,8.53,8.53,-4.69273743,0.2562725912493188,279350.4285714286,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,Caledonia Mining Corporation Plc,14.32,14.49,14.22,14.49,14.49,-6.152849741,0.5749581924600499,51196.78571428572,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,"Idaho Strategic Resources, Inc.",5.8,5.83,5.5,5.5,5.5,-4.679376083,0.11368535074651942,6879.214285714285,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2023,"Contango Ore, Inc.",27.75,27.75,27.75,27.75,27.75,7.350096711798834,1.3638327403276873,1732.5,1926.4,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Newmont Corporation,52.78,53.74,52.4,53.63,53.34,-1.32474701,0.89738509,6211108.357142857,1927.1,1,0,1,0,0,0,0,1,0,0,0,0
1/23/2023,Agnico Eagle Mine,55.65,56.44,55.45,56.39,56.24,0.7864164432529002,0.6859253528945995,2632098.285714286,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Barrick Gold Cor,18.72,19.27,18.65,19.23,18.97,-2.087576375,0.42065120455958954,16689709.357142856,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Wheaton Precious Metals Corp.,44.54,45.46,44.46,45.39,45.22,1.9312822816079034,0.643032679,2227080.0714285714,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Franco-Nevada Corporation,145.89,146.13,143.25,145.81,147.13,-0.599904561,1.6891148493691992,648966.5,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Gold Fields Limited,12.11,12.3,12.005,12.22,12.31,-3.703703704,0.2447997611864037,4626376.428571428,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,AngloGold Ashant,22.35,22.73,21.97,22.56,22.61,-2.674719586,0.4827498688735546,2900504.785714286,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Kinross Gold Corporation,4.69,4.745,4.64,4.74,4.72,0,0.069660348,14961531.714285715,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Alamos Gold Inc.,150.35,153.76,149.5,11.18,11.18,1.6363636363636338,0.14168853526535347,4490504.857142857,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Harmony Gold Mining Company Limited,3.78,3.83,3.695,3.82,3.84,-6.142506143,0.12641506726165674,3494113.5,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Pan American Silver Corp.,18.72,18.72,18.89,18.8,19.08,0,0.3453983207833929,3577135.285714286,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Endeavour Mining plc,3.51,3.51,3.52,3.5,3.57,-4.371584699,0.059323105,2083103.4285714286,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Osisko Gold Royalties Ltd,13.57,13.66,13.41,13.54,13.64,2.188679245283012,0.36250375771704163,1294688.9285714286,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Eldorado Gold Corporation,9.08,9.23,8.99,9.22,9.16,2.1040974529346763,0.15335144820531643,1848834.142857143,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,IAMGOLD Corporation,2.7,2.74,2.665,2.69,2.72,-2.888086643,0.051936845,6996079.285714285,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,"Coeur Mining, Inc.",4.09,4.18,4.02,4.15,4.17,9.210526315789489,0.1991037611204464,5126048.071428572,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,Equinox Gold Corp.,4.38,4.49,4.32,4.49,4.45,7.932692307692308,0.17090633212076764,2149824.1428571427,1927.1,0,0,0,0,0,0,0,0,0,0,0,0
