Date,company name,open,high,low,closing,avg_price_1,std_price_2,ROC_27,avg_volume_30,gold,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
1/28/2023,Wheaton Precious Metals Corp.,0.231940629,0.140073297,0.239822497,0.237838818,0.242111115,-0.219839667,2.062770672,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Franco-Nevada Corporation,0.711375348,0.637087678,0.717280033,0.693129857,0.690695656,-0.127973576,1.37800161,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Gold Fields Limited,-0.725933864,-0.770934236,-0.731495958,-0.809696287,-0.807349556,1.052423698,0.678418697,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,AngloGold Ashant,0.24476005570180415,0.17060194846717333,0.17025321176329433,0.1251808697011314,0.12348767855313521,1.4083234999177996,0.5550986071673353,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Kinross Gold Corporation,-0.153723997,-0.267296765,-0.187403775,-0.198214622,-0.193466181,0.026032597,1.2204420378550371,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Alamos Gold Inc.,-0.732746153,-0.805461892,-0.673874548,-0.780904265,-0.778075929,0.061956121,1.140881414251206,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Harmony Gold Mining Company Limited,-0.892544781,-0.963747293,-0.929192348,-1.008747065,-1.008028941,0.9401051210055154,0.069364809,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Pan American Silver Corp.,1.6897648158837555,1.5843273621913807,1.807896853530751,1.7483675814768647,1.7464806589250366,0.047758228638584234,1.515505521751815,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Endeavour Mining plc,1.1066775616782218,0.9860462167501663,0.9814224161594107,0.8612749124675848,0.8587622809314882,2.198233968,0.8313230355689996,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Osisko Gold Royalties Ltd,-0.309504104,-0.412466174,-0.292819133,-0.385251521,-0.384424995,0.37228310223981004,1.3003364332048895,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Eldorado Gold Corporation,-0.521198042,-0.655204098,-0.540562019,-0.618656316,-0.615938817,0.13544451369542634,0.9781762849232084,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,IAMGOLD Corporation,1.1069465451655158,1.0006059391775513,1.039743840771239,0.873774907,0.872138187,0.5941087377286043,0.7785850355976297,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,"Coeur Mining, Inc.",1.8311850230633424,1.7192520624839391,1.793497285686749,1.645892634547231,1.6449624567195777,1.3561946456682041,1.0557491433672839,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Equinox Gold Corp.,0.18101871114535742,-0.01975055,-0.105075648,-0.257057285,-0.255635484,1.271746760395282,2.5087266453976738,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Orla Mining Ltd.,-0.008037456,-0.104903343,-0.027923445,-0.094827421,-0.098774573,0.607984234,0.10424109216911641,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Sandstorm Gold Ltd.,1.601587373816781,1.4220694253044615,1.479998294376331,1.3792181854037981,1.3763885123065946,0.9514383869248645,1.471446195545918,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Centerra Gold Inc.,1.1252676762044915,1.0606725761316782,1.1981863368581371,1.0419544242517156,1.0404329809932948,-0.584123879,2.4089810741657267,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Seabridge Gold Inc.,1.1266351849737046,1.057137790847456,1.1580768933268597,0.9881677922560499,0.9863952643284609,0.4636149261892013,0.8045555413565431,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,DRDGOLD Limited,-0.790455792,-0.860434455,-0.812782413,-0.918973182,-0.921898063,0.479305976,0.681308261,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,Caledonia Mining Corporation Plc,0.9359581609554343,0.7304605650096054,0.3438656853616892,0.2774520491053861,0.27631648347569526,3.4703264413699633,0.6301471312510103,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,"Idaho Strategic Resources, Inc.",0.49697813954784537,0.23502129066172608,0.49261989796110106,0.3577282378937715,0.36460309960604287,-0.499439177,-0.291144286,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2023,"Contango Ore, Inc.",0.30826059516328413,0.19436745399668867,0.42827998679961415,0.3064629348198364,0.3034818057479401,-0.534562593,0.5349191685827754,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Newmont Corporation,2.236992421,2.079533041,2.210213415,2.0477619,2.044296031,-0.823688004,1.764038217,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Agnico Eagle Mine,1.540287732,1.436829874,1.573889837,1.528967512,1.531654897,-0.798806322,1.071871132,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Barrick Gold Cor,1.693758806,1.659546171,1.738429354,1.729162556,1.729270671,-0.770414745,1.705682016,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Wheaton Precious Metals Corp.,0.231940629,0.140073297,0.239822497,0.237838818,0.242111115,-0.823028114,2.062770672,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Franco-Nevada Corporation,0.711375348,0.637087678,0.717280033,0.693129857,0.690695656,-0.820818466,1.37800161,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Gold Fields Limited,-0.725933864,-0.770934236,-0.731495958,-0.809696287,-0.807349556,-0.687537122,0.678418697,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,AngloGold Ashant,0.24476005570180415,0.17060194846717333,0.17025321176329433,0.1251808697011314,0.12348767855313521,-0.734297317,0.5550986071673353,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Kinross Gold Corporation,-0.153723997,-0.267296765,-0.187403775,-0.198214622,-0.193466181,-0.830676489,1.2204420378550371,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Alamos Gold Inc.,-0.732746153,-0.805461892,-0.673874548,-0.780904265,-0.778075929,-0.820048481,1.140881414251206,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Harmony Gold Mining Company Limited,-0.892544781,-0.963747293,-0.929192348,-1.008747065,-1.008028941,-0.734791483,0.069364809,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Pan American Silver Corp.,1.6897648158837555,1.5843273621913807,1.807896853530751,1.7483675814768647,1.7464806589250366,-0.803128868,1.515505521751815,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Endeavour Mining plc,1.1066775616782218,0.9860462167501663,0.9814224161594107,0.8612749124675848,0.8587622809314882,-0.75651554,0.8313230355689996,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Osisko Gold Royalties Ltd,-0.309504104,-0.412466174,-0.292819133,-0.385251521,-0.384424995,-0.737993925,1.3003364332048895,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Eldorado Gold Corporation,-0.521198042,-0.655204098,-0.540562019,-0.618656316,-0.615938817,-0.820945225,0.9781762849232084,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,IAMGOLD Corporation,1.1069465451655158,1.0006059391775513,1.039743840771239,0.873774907,0.872138187,-0.822139185,0.7785850355976297,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,"Coeur Mining, Inc.",1.8311850230633424,1.7192520624839391,1.793497285686749,1.645892634547231,1.6449624567195777,-0.860249877,1.0557491433672839,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Equinox Gold Corp.,0.18101871114535742,-0.01975055,-0.105075648,-0.257057285,-0.255635484,-0.778079429,2.5087266453976738,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Orla Mining Ltd.,-0.008037456,-0.104903343,-0.027923445,-0.094827421,-0.098774573,-0.753118383,0.10424109216911641,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Sandstorm Gold Ltd.,1.601587373816781,1.4220694253044615,1.479998294376331,1.3792181854037981,1.3763885123065946,-0.805169899,1.471446195545918,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Centerra Gold Inc.,1.1252676762044915,1.0606725761316782,1.1981863368581371,1.0419544242517156,1.0404329809932948,-0.757303931,2.4089810741657267,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Seabridge Gold Inc.,1.1266351849737046,1.057137790847456,1.1580768933268597,0.9881677922560499,0.9863952643284609,-0.78849126,0.8045555413565431,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,DRDGOLD Limited,-0.790455792,-0.860434455,-0.812782413,-0.918973182,-0.921898063,-0.831430668,0.681308261,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,Caledonia Mining Corporation Plc,0.9359581609554343,0.7304605650096054,0.3438656853616892,0.2774520491053861,0.27631648347569526,-0.759039689,0.6301471312510103,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,"Idaho Strategic Resources, Inc.",0.49697813954784537,0.23502129066172608,0.49261989796110106,0.3577282378937715,0.36460309960604287,-0.757843621,-0.291144286,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2023,"Contango Ore, Inc.",0.30826059516328413,0.19436745399668867,0.42827998679961415,0.3064629348198364,0.3034818057479401,-0.534562593,0.5349191685827754,0,-0.238504117,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Newmont Corporation,2.051644367,1.985953033,2.091344716,1.928635968,2.044296031,-0.823688004,0.961574336,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Agnico Eagle Mine,1.499593011,1.431532403,1.465347571,1.291273071,1.531654897,-0.798806322,0.506130303,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Barrick Gold Cor,1.715687996,1.648852934,1.738429354,1.592875823,1.729270671,-0.770414745,1.096769977,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Wheaton Precious Metals Corp.,0.270881194,0.104564982,0.266016117,0.070054794,0.242111115,-0.823028114,1.332338758,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Franco-Nevada Corporation,0.682457615,0.558245443,0.628119249,0.544884535,0.690695656,-0.820818466,0.987612237,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Gold Fields Limited,-0.829838518,-0.881710025,-0.811097,-0.904310795,-0.807349556,-0.687537122,0.271425258,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,AngloGold Ashant,0.21481747213445965,0.19444384457473704,0.2428415456577541,0.15515642168535118,0.12348767855313521,-0.734297317,0.3271229749260692,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Kinross Gold Corporation,-0.295249219,-0.354663082,-0.346110505,-0.480602576,-0.193466181,-0.830676489,0.4886617094098097,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Alamos Gold Inc.,-0.840820953,-0.984644475,-0.913676013,-1.045763868,-0.778075929,-0.820048481,0.49977083092947266,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Harmony Gold Mining Company Limited,-1.004654004,-1.062030374,-1.030723228,-1.096308812,-1.008028941,-0.734791483,-0.308715763,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Pan American Silver Corp.,1.675465881246819,1.5704309007382968,1.6758380395539287,1.4315200848281837,1.7464806589250366,-0.803128868,0.6558886061703951,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Endeavour Mining plc,0.8797900733225716,0.8274654245915907,0.8384151498047537,0.7171939946693002,0.8587622809314882,-0.75651554,0.549997272,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Osisko Gold Royalties Ltd,-0.422379388,-0.373073605,-0.37371996,-0.490966978,-0.384424995,-0.737993925,0.9541444478938989,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Eldorado Gold Corporation,-0.646085203,-0.614438658,-0.582426181,-0.643413451,-0.615938817,-0.820945225,0.7769689133375175,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,IAMGOLD Corporation,0.8869673591198843,0.8385327647960253,0.9294987095944979,0.9098068615735831,0.872138187,-0.822139185,1.0303600625432692,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,"Coeur Mining, Inc.",1.596991306059674,1.5490939321804067,1.6999118887444664,1.5366101272097683,1.6449624567195777,-0.860249877,0.8667004940164169,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Equinox Gold Corp.,-0.248110312,-0.369495431,-0.164993459,-0.296289508,-0.255635484,-0.778079429,1.668679800940029,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Orla Mining Ltd.,-0.058770993,-0.004505052,-0.061635331,0.12331713672542548,-0.098774573,-0.753118383,0.17841132166707857,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Sandstorm Gold Ltd.,1.3703800113589464,1.2176502174658497,1.3620893982867335,1.1505317099849555,1.3763885123065946,-0.805169899,0.8389142776354975,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Centerra Gold Inc.,0.9721916481650463,0.8566664252376451,0.7666400614160902,0.5716652655796697,1.0404329809932948,-0.757303931,1.5554091438848359,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Seabridge Gold Inc.,0.8708053613115538,0.8108156835445972,0.8612548338501029,0.6754842220941834,0.9863952643284609,-0.78849126,0.37667831505600774,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,DRDGOLD Limited,-0.972845113,-1.06916577,-0.964058407,-1.06418683,-0.921898063,-0.831430668,0.12070870331000326,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,Caledonia Mining Corporation Plc,0.3461646693417196,0.41299940449809985,0.5416872664232129,0.40253429924533646,0.27631648347569526,-0.759039689,0.5182015103931036,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,"Idaho Strategic Resources, Inc.",0.3697330918605646,0.1085337355101215,0.49261989796110106,0.22886818980536527,0.36460309960604287,-0.757843621,-0.423676638,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2023,"Contango Ore, Inc.",0.30826059516328413,0.19436745399668867,0.42827998679961415,0.3064629348198364,0.3034818057479401,-0.534562593,0.6373792519413913,0,-0.332673053,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Newmont Corporation,1.90794756,1.849651718,1.991579915,1.967659981,1.925307287,0.184658642,0.521329157,-0.974208416,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Agnico Eagle Mine,1.252711704,1.259364594,1.370373089,1.424809274,1.293966424,0.61370422,0.190512797,-0.278211134,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Barrick Gold Cor,1.554873938,1.538356148,1.623784965,1.643086725,1.593104672,0.144926871,0.433724259,0.681412041,-0.223635338,1,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Wheaton Precious Metals Corp.,0.001542289,0.13361724,0.125401178,0.263651744,0.074086945,0.188771861,1.040060364,0.645279816,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Franco-Nevada Corporation,0.553934358,0.570987623,0.595185987,0.67965301,0.541688468,0.437064975,0.748376242,0.136995536,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Gold Fields Limited,-1.001281198,-1.056890342,-0.986219291,-0.998925303,-0.901879114,-0.021169148,-0.252534485,-0.349813235,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,AngloGold Ashant,0.12798398,0.054372705,0.067419739,0.1251808697011314,0.15343558563142806,-0.473002096,-0.092482684,0.031874215,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Kinross Gold Corporation,-0.525227706,-0.564342242,-0.468314687,-0.462953329,-0.477073345,1.4538810730337257,-0.017168089,0.7197968501469666,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Alamos Gold Inc.,-1.111007952,-1.092154025,-1.061246145,-1.027497688,-1.043090499,1.006961059464111,-0.038823764,1.3739939223081712,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Harmony Gold Mining Company Limited,-1.104306646,-1.154170763,-1.079965705,-1.108817633,-1.096055662,-0.002024219,-0.791976644,-0.681332059,-0.223635338,0,0,0,0,0,0,0,0,0,1,0,0
1/31/2023,Pan American Silver Corp.,1.3823377211896164,1.4140957093910975,1.4850864193651865,1.5019306396390029,1.4300569503675784,0.9373220115339567,0.2650634197297871,-0.218633643,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Endeavour Mining plc,0.6691088341351825,0.7323169492964453,0.7394481834693509,0.7652209672687289,0.7143459340017941,0.6431026480106662,0.19318030623405574,-0.533489176,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Osisko Gold Royalties Ltd,-0.535254673,-0.550340167,-0.515296406,-0.484359762,-0.489996908,0.1079314289800313,0.6080542075265114,0.20536329946025736,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Eldorado Gold Corporation,-0.770972365,-0.638897922,-0.657781672,-0.552637289,-0.640837936,-0.629667277,0.44895100994845155,-0.27262361,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,IAMGOLD Corporation,0.8136409637713405,0.8745490257696971,0.9662470866534121,0.8377429517459725,0.908122065,-0.619818047,0.3721739197546967,2.0512113833919594,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,"Coeur Mining, Inc.",1.470886996903852,1.4595370214943373,1.6250435711906401,1.5183963759868584,1.5358094776885556,-0.029083178,0.5405738727017757,-1.303180504,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Equinox Gold Corp.,-0.443168958,-0.311204618,-0.244883873,-0.257057285,-0.294822849,-0.591731589,0.7870475255271976,0.019137349355903308,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Orla Mining Ltd.,0.042696081,0.296689822,0.005788442,0.3918027458053755,0.1196496113418741,1.016315030912414,0.8005154593862621,-1.197839714,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Sandstorm Gold Ltd.,1.092931176409544,1.0999956067320706,1.2205987229792168,1.1962690050687248,1.1479240054853885,0.4495503052246161,0.4335123390116873,0.009563986,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Centerra Gold Inc.,0.410912879,0.625905369,0.6112834022569535,0.7564217207722587,0.5707895640720423,1.6672168042015574,1.3334899024674087,-0.584149624,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Seabridge Gold Inc.,0.5902178127788711,0.5809150500619301,0.7186954389985512,0.6837127370984428,0.6741299560837499,0.9737322614247345,-0.4496783,-0.398666484,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,DRDGOLD Limited,-1.094437993,-0.964800112,-0.97781077,-0.958576904,-1.067124968,0.37007792199648754,-0.107106659,-0.739198003,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,Caledonia Mining Corporation Plc,0.4721399782300863,0.4464163687624682,0.5117142995957088,0.6015287881043477,0.4012408175470782,-0.008668278,0.6192626089718845,-0.249079534,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2023,"Idaho Strategic Resources, Inc.",0.3697330918605646,0.36150884581332876,0.5835497371385052,0.615448334,0.23522780619744585,-0.24103472,-0.200764909,-1.132153093,-0.223635338,1,0,0,0,0,0,0,1,0,0,0,0
1/31/2023,"Contango Ore, Inc.",0.30826059516328413,0.19436745399668867,0.42827998679961415,0.3064629348198364,0.3034818057479401,-0.534562593,0.6373792519413913,-1.074466436,-0.223635338,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Newmont Corporation,1.964176745,2.223971748,2.067995507,2.226450798,1.964286358,-0.493367551,0.894095992,-0.936799706,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Agnico Eagle Mine,1.429055495,1.550725502,1.373358001,1.617101406,1.427499274,-0.005261073,0.550069411,-0.196296169,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Barrick Gold Cor,1.620661507,1.941134754,1.716240117,1.930006163,1.643271093,-0.433183621,0.745331873,0.704361983,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Wheaton Precious Metals Corp.,0.222205488,0.259510356,0.192438533,0.279784824,0.267960988,0.344433396,1.048865009,0.637796436,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Franco-Nevada Corporation,0.661572586,0.791188409,0.685953271,0.850888247,0.677149548,0.322711935,1.205898169,0.135209011,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Gold Fields Limited,-1.011671664,-0.948690735,-0.986219291,-0.872772626,-0.996408672,-0.021169148,-0.087126678,-0.305704748,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,AngloGold Ashant,0.10103565457854842,0.1437798153461648,0.094640364,0.16714664247903865,0.12348767855313521,-0.473002096,0.027320329753933646,0.1676355381963291,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Kinross Gold Corporation,-0.4898464,-0.337189819,-0.434280911,-0.286460857,-0.459347897,-0.687891642,0.347584474,0.8015164986974039,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Alamos Gold Inc.,-1.056970552,-0.912971442,-0.996684212,-0.853968983,-1.024813632,-0.69404782,0.2437058220966067,1.3819800385812981,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Harmony Gold Mining Company Limited,-0.954827682,-0.890034982,-1.005340508,-0.871150034,-1.108630908,-0.630110446,-0.4166783,-0.656596827,-0.25172081,0,0,0,0,1,0,0,1,0,0,0,0
2/1/2023,Pan American Silver Corp.,1.4109355904634893,1.7858260532611023,1.5144328224711463,1.8680655246552567,1.5003733300470148,-0.416362007,0.8788613758556367,-0.211015695,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Endeavour Mining plc,0.7501400799764858,0.8353944641995193,0.7394481834693509,0.9093018850670135,0.7624847163116926,-0.289976144,0.6024921158650168,-0.524664327,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Osisko Gold Royalties Ltd,-0.462217724,-0.44857603,-0.441137315,-0.398465953,-0.483398663,-0.685123589,0.7090804982719219,0.24750908079880016,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Eldorado Gold Corporation,-0.562827096,-0.32908058,-0.456833695,-0.272056427,-0.549541166,-0.119592749,1.0289108584332165,-0.258500202,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,IAMGOLD Corporation,0.9236305567941571,1.0006059391775513,0.7457568242999316,1.0539346812288044,0.8361543082390865,-0.41749691,0.49331528267161145,1.9687719297113586,-0.25172081,0,1,0,0,0,0,0,0,0,0,0,0
2/1/2023,"Coeur Mining, Inc.",1.470886996903852,1.5938723875234424,1.5127410948599007,1.6823201369930516,1.5176173145167189,-0.72172209,0.7492368384235274,-1.371449212,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Equinox Gold Corp.,-0.189592718,0.057970534,-0.244883873,0.11564883297705664,-0.255635484,-0.591731589,1.260100483189789,-0.032542263,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Orla Mining Ltd.,0.29636376711136675,0.3468889679709777,0.30919542146487944,0.4421437975078668,0.3884793763993566,1.4246458081726208,0.7695740514035008,-1.189025253,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Sandstorm Gold Ltd.,1.2316555938842442,1.2630767080966534,1.1498533853254573,1.3563495378619146,1.1936169068496305,-0.554225858,0.42937476,0.031773761444024246,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Centerra Gold Inc.,0.7340733823259097,1.2446125482492498,0.9392585715929098,1.3442831691123183,0.755292335,0.19518635839366724,1.743101795140052,-0.583757971,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,Seabridge Gold Inc.,0.6809961373041504,0.8436586311849791,0.7679679008716925,0.9470252172347524,0.6823474641954527,-0.742116956,-0.066033454,-0.404734464,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2023,DRDGOLD Limited,-0.966089953,-0.873480162,-0.929677499,-0.839765738,-0.961505401,0.042393761142197894,-0.078973091,-0.733870403,-0.25172081,1,0,0,0,0,0,0,1,0,0,0,0
2/1/2023,Caledonia Mining Corporation Plc,0.6668290919666523,0.7081825888333598,0.8174385612362463,0.7891521633142727,0.5999840762970048,0.4347330093508637,0.9614796411384913,-0.244343483,-0.25172081,1,0,0,0,0,0,0,1,0,0,0,0
2/1/2023,"Idaho Strategic Resources, Inc.",0.8150907587660435,0.7409715112681406,0.9245366340537716,0.615448334,0.6233536864232351,0.7925830777478122,-0.358344294,-1.101626639,-0.25172081,0,0,1,0,0,0,0,0,0,0,0,0
2/1/2023,"Contango Ore, Inc.",0.30826059516328413,0.19436745399668867,0.18828698572959582,0.073982706,0.3034818057479401,-0.534562593,0.5971287099472439,-1.074512932,-0.25172081,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2023,Newmont Corporation,2.26198317,2.164975657,1.921532288,1.864965212,2.222779148,1.366858159,0.125706614,-0.911756435,-0.441710768,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2023,Agnico Eagle Mine,1.613538229,1.447504278,1.180424124,1.018859217,1.619786578,0.343898836,-0.086228634,-0.123312138,-0.441710768,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2023,Barrick Gold Cor,2.146962061,1.962521229,1.568311874,1.535491936,1.929936353,1.156620236,0.241043002,0.769152036,-0.441710768,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2023,Wheaton Precious Metals Corp.,0.303331664,0.182037669,0.082889685,-0.055783224,0.284117158,-0.725739655,0.294809588,0.688696381,-0.441710768,0,0,0,0,0,0,0,0,0,0,0,0
